Language,Default

#,MineControl level 4 upgrade material dialogue.
#,Material: Improved furnance plan
#,Prefix_Key: MineControl_04

#,Player can use detect hidden perk to reveal a secret passage hidden on specific wall.
#,Furnance plan is inside hidden area

#,"When player is near the hidden wall, player is notified."
MineControl_04_Nar_01,"(There's something peculiar about this wall. You touch it, and there's no noticeable difference, but it still feels off.)"
MineControl_04_Player_02,"Cassini, can you scan this wall? I have a hunch."
MineControl_04_AI_03,Scanning...
MineControl_04_Nar_04,(...)
MineControl_04_AI_05,Your suspicions were correct. There is a secret door here that leads to a hidden room. 
MineControl_04_Player_06,I knew it! Let's see what's inside.
MineControl_04_AI_07,Entry requires you to knock two times at specific points on the wall. I have marked the locations. 
MineControl_04_Nar_08,(A visual overlay of two locations appears on your Omniscope.)

#,Player knocks to the left of the wall
MineControl_04_Nar_09,"(Knock, Knock)"

#,Player knocks to the right of the wall
MineControl_04_Nar_10,"(Knock, Knock)"

#,Player knocks in-between the left and right wall locations
MineControl_04_Nar_11,(The third wall location appears on your Omniscope.)

#,Player knocks final location
MineControl_04_Nar_12,"(Knock, Knock)"
MineControl_04_Nar_13,"(A rectangular shape carves itself into the wall, then recedes into the rock to reveal a hidden tunnel.)"

#,When player enters the hidden area. Player could wonder why this area is hidden in the first place. Could find a dead body in there?
MineControl_04_Player_14,Why did someone go to these lengths to hide this room? This is some secret society-type stuff.
MineControl_04_AI_15,We should search the area to find out. Keep an eye out for any dead bodies.
MineControl_04_Player_16,"That's not exactly comforting, Cassini."
MineControl_04_AI_17,Noted. Should I update my humor protocols to be less morbid in the future?
MineControl_04_Player_18,Nah... It was actually pretty funny. 
MineControl_04_AI_19,"Okay, let's search."

#,Player finds furnace documents
MineControl_04_Nar_20,(You found 'Furnace Blueprints.')
MineControl_04_Player_21,These will undoubtedly be helpful at camp. 
