Language,Default

#DeepL

#,[ Spoil ]
40_Mat_Spoil_Worm_Meat_NameKey,Мясо Червя
40_Mat_Spoil_Worm_Meat_DescKey,"Remains of a monster worm. It's probably not edible, but someone else might find it useful in other ways."

40_Mat_Spoil_Worm_Evolved_NameKey,Внутренности Червя
40_Mat_Spoil_Worm_Evolved_DescKey,"A mix of squishiness and dangerous venom, usable for certain crafting recipes. Seems obvious, but don't ingest this."

40_Mat_Spoil_Vocal_Sac_001_NameKey,Вокальный Мешок
40_Mat_Spoil_Vocal_Sac_001_DescKey,A mutant's vocal sac cut from their body. It lets out a screech when squeezed.

40_Mat_Spoil_Slug_Slime_NameKey,Слизь Слизняка
40_Mat_Spoil_Slug_Slime_DescKey,Slime salvaged from a dangerous slug monster. Its unique biology might give insight into how it survives on Titan.

40_Mat_Spoil_Slug_Evolved_Spoil_NameKey,Слизь Слизня
40_Mat_Spoil_Slug_Evolved_Spoil_DescKey,"It might seem gross, but Savage Titan Slug remains can be used in crafting. Isn't science fun?"

40_Mat_Spoil_Sinew_001_NameKey,Mutant Sinew
40_Mat_Spoil_Sinew_001_DescKey,"The sinew of the mutants lurking in the basement ceiling. Gross, but it might be helpful."

40_Mat_Spoil_Rat_Tail_NameKey,Крысиный Хвост
40_Mat_Spoil_Rat_Tail_DescKey,The tail of a recently deceased rat.

40_Mat_Spoil_Rat_Evolved_NameKey,Крысиный Хвост
40_Mat_Spoil_Rat_Evolved_DescKey,A long tail chopped off from the backside of a Titan Rat. Yuck!

40_Mat_Spoil_Pollution_Hide_001_NameKey,Шкура Мутанта
40_Mat_Spoil_Pollution_Hide_001_DescKey,A hide collected from the remains of underground monsters.

40_Mat_Spoil_Pollution_Bone_001_NameKey,Кость Мутанта
40_Mat_Spoil_Pollution_Bone_001_DescKey,A bone collected from the remains of underground monsters.

40_Mat_Spoil_Parasite_Egg_002_NameKey,Яйцо Мутанта
40_Mat_Spoil_Parasite_Egg_002_DescKey,A mutant egg discovered in the mines. It could hatch at any moment.

40_Mat_Spoil_Parasite_Egg_001_NameKey,Parasitic Mutant Egg
40_Mat_Spoil_Parasite_Egg_001_DescKey,A mutant egg found attached to another creature. Don't let it touch your skin.

40_Mat_Spoil_Maggot_NameKey,Внутренности Личинки
40_Mat_Spoil_Maggot_DescKey,"A dead Muncher isn't worth much, but the bio-matter in its belly could be valuable."

40_Mat_Spoil_Jawbone_001_NameKey,Челюсть Мутанта
40_Mat_Spoil_Jawbone_001_DescKey,A hardened jawbone that could make a handy weapon with some work.

40_Mat_Spoil_Evolved_Tanker_B_NameKey,Бронированный Коготь
40_Mat_Spoil_Evolved_Tanker_B_DescKey,"The heavy, armored claw of a dead Smasher. It strangely separated from the rest of the corpse without resistance."

40_Mat_Spoil_Evolved_Tanker_A_NameKey,Пластинчатое Соединение
40_Mat_Spoil_Evolved_Tanker_A_DescKey,A plate of armor ripped from a Crusher's shoulder. They really are heavily protected everywhere.

40_Mat_Spoil_Evolved_Spawner_NameKey,Коготь Матери
40_Mat_Spoil_Evolved_Spawner_Minion_NameKey,Eerie Skull

40_Mat_Spoil_Evolved_Spawner_Minion_DescKey,"Почти человеческая голова Рептилоида. Надеюсь, она не отрастит ноги в вашей сумке."
40_Mat_Spoil_Evolved_Spawner_DescKey,"The removed hand of a Spawner, sharp claws and all. Might be useful for crafting."

40_Mat_Spoil_Evolved_Shooter_B_NameKey,Сросшиеся Позвонки
40_Mat_Spoil_Evolved_Shooter_B_DescKey,A chunk of slightly charred Blaster backbone removed at the spinal base to retain its natural qualities.

40_Mat_Spoil_Evolved_Reaper_B_NameKey,Зазубренная Рука
40_Mat_Spoil_Evolved_Reaper_B_DescKey,"The enlarged, dangerous Slicer arm. Reminiscent of a crab's pincer if you think about it."

40_Mat_Spoil_Evolved_Reaper_A_NameKey,Пронзающая Рука
40_Mat_Spoil_Evolved_Reaper_A_DescKey,The solid and pointy attacking arm of a Stabber. It will require some reshaping to be of any use.

40_Mat_Spoil_Evolved_Grabber_NameKey,Липкий Язык
40_Mat_Spoil_Evolved_Grabber_DescKey,A Grabber's stretchy and slimy tongue cut out of its skull at the base.

40_Mat_Spoil_Evolved_Explosive_NameKey,Взрывчатая Кровь
40_Mat_Spoil_Evolved_Explosive_DescKey,The bloody remains of an Exploder after bursting into flames. Still slightly combustible.

40_Mat_Spoil_Evolved_Buffer_B_NameKey,Голубая НапоПыль
40_Mat_Spoil_Evolved_Buffer_B_DescKey,Drifter remains made up mostly of dead nanobots. Try not to inhale them.

40_Mat_Spoil_Evolved_Buffer_A_NameKey,Серая наноПыль
40_Mat_Spoil_Evolved_Buffer_A_DescKey,A mix of dead Floater cells and dead nanobots. Just looks like a pile of ashes.

40_Mat_Spoil_Evolved_Bomber_B_NameKey,Слизистая Рвота
40_Mat_Spoil_Evolved_Bomber_B_DescKey,Viscous goo from the bowels of a Spewer. It smells disgusting but may be of some use.

40_Mat_Spoil_Evolved_Bomber_A_NameKey,Отрыгиваемая слизь
40_Mat_Spoil_Evolved_Bomber_A_DescKey,Sticky and acidic slime coughed up by a Belcher. Hard to collect and feels gross in your pocket.

40_Mat_Spoil_EdgeHand_001_NameKey,Рука Лезвие
40_Mat_Spoil_EdgeHand_001_DescKey,The hand... or is it more of a claw... of the mutant that once lurked in the basement ceiling.

40_Mat_Spoil_Burrower_NameKey,Rough Панцирь
40_Mat_Spoil_Burrower_Minion_NameKey,Dirty Shell

40_Mat_Spoil_Burrower_Minion_DescKey,"Кусок раковины Диггера, но немного маловат. Вам понадобится их много, чтобы изготовить что-нибудь."
40_Mat_Spoil_Burrower_DescKey,The most durable part of a Burrower's exoskeleton. It could be shiny after a bit of buffing.

40_Mat_Spoil_Beetle_Shell_NameKey,Панцирь Жука
40_Mat_Spoil_Beetle_Shell_DescKey,"The battered shell of a large beetle. It's in good shape, so maybe it's still useful."

40_Mat_Spoil_Beetle_Evolved_Spoil_NameKey,Внутренности Жука
