Language,Default

#,Need Text-----------------

20_Equip_05_Accessory_LoversScarf_NameKey,Lover's Scarf
20_Equip_05_Accessory_LoversScarf_DescKey,"It's a scarf with mysterious power that restore a bit of health depending on Endurance when receiving damage."

#,--------------------------

#,[ 01-01. Head: Tier ]
20_Equip_01_Head_01_Tier01_Head_NameKey,Battered Helmet
20_Equip_01_Head_01_Tier01_Head_DescKey,"Probably a bicycler's helmet. It's certainly used, but it should still offer a little protection."

20_Equip_01_Head_01_Tier02_Head_NameKey,Shielded Helmet
20_Equip_01_Head_01_Tier02_Head_DescKey,"A helmet with a cracked face shield. It'll still help, especially if anything aims for the eyes."

20_Equip_01_Head_01_Tier02_A_Monster_NameKey,Corpse Helmet
20_Equip_01_Head_01_Tier02_A_Monster_DescKey,A helmet made from mutant bones and hide gathered underground.

20_Equip_01_Head_01_Tier03_Head_NameKey,Armored Helmet
20_Equip_01_Head_01_Tier03_Head_DescKey,A newly-made headpiece that protects as much of the wearer's head from all angles.

20_Equip_01_Head_01_Tier04_Head_NameKey,Experimental Helmet
20_Equip_01_Head_01_Tier04_Head_DescKey,"Headwear with some extra-protective features, including a computerized visor. It looks like something from a video game."

20_Equip_01_Head_01_Tier05_Head_NameKey,High-Density Helmet of Headbutting
20_Equip_01_Head_01_Tier05_Head_DescKey,This form-fitting helmet is hard enough to make headbutting monsters a real option. Judith installed some impressive tech in this one.

#,[ 01-02. Head: Side ]
20_Equip_01_Head_02_Side_Miner_001_NameKey,Miner Helmet
20_Equip_01_Head_02_Side_Miner_001_DescKey,A simple helmet worn by the miners on Titan.

#,[ 01-03. Head: Special ]
20_Equip_01_Head_03_Speical_WolfsHalo_NameKey,Wolf's Halo
20_Equip_01_Head_03_Speical_WolfsHalo_DescKey,"A lightweight helmet crafted from a wolf's skull, reinforced with a metallic frame to withstand impact. You'll look damn cool wearing this. "


#,[ 02-00. Suit: Start ]
20_Equip_02_Suit_00_Start_Basic_001_NameKey,Camp Sportswear
20_Equip_02_Suit_00_Start_Basic_001_DescKey,Convenient sportswear made by TECC. It's a staple outfit for the people in the camp.

#,[ 02-01. Suit: Tier ]
20_Equip_02_Suit_01_Tier01_Body_NameKey,Old Body Armor
20_Equip_02_Suit_01_Tier01_Body_DescKey,A set of old body armor. It's old but better than nothing.

20_Equip_02_Suit_01_Tier02_Body_NameKey,Military Grade Armor
20_Equip_02_Suit_01_Tier02_Body_DescKey,"A decent set of armor that provides suitable protection from basic attacks. Not designed to face monsters, though."

20_Equip_02_Suit_01_Tier02_A_Body_NameKey,Corpse Body Armor
20_Equip_02_Suit_01_Tier02_A_Body_DescKey,"A set of body armor made of mutant bones and hide. It smells horrible, but provides adequate protection."

20_Equip_02_Suit_01_Tier03_Body_NameKey,Hard Shell Armor
20_Equip_02_Suit_01_Tier03_Body_DescKey,"Improved armor that offers extra protection from bullets and monster claws, so you can fight the good fight."

20_Equip_02_Suit_01_Tier04_Body_NameKey,Experimental Armor
20_Equip_02_Suit_01_Tier04_Body_DescKey,"Standard armor with nonstandard additions that boggle the mind. Hopefully, they're helpful and not dangerous."

20_Equip_02_Suit_01_Tier05_Body_NameKey,Extremely Enduring Exoskeleton of Invincibility
20_Equip_02_Suit_01_Tier05_Body_DescKey,"An advanced set of armor that could stop a bulldozer, and you'll feel indestructible while wearing it."

#,[ 02-02. Suit: Side ]
20_Equip_02_Suit_02_Side_Miner_001_NameKey,Miner Uniform
20_Equip_02_Suit_02_Side_Miner_001_DescKey,A basic miner's uniform. Offers minor protection against cold and heat.

20_Equip_02_Suit_02_Side_Job_Doctor_001_NameKey,Doctor's Uniform
20_Equip_02_Suit_02_Side_Job_Doctor_001_DescKey,Wearing this medical coat tells everyone you're a doctor. Get ready to deal with a lot of blood. 

20_Equip_02_Suit_02_Side_Job_Engineer_001_NameKey,Mechanics's Uniform
20_Equip_02_Suit_02_Side_Job_Engineer_001_DescKey,The uniform of choice for generator workers. It has extra pockets and loops for your tools. 

20_Equip_02_Suit_02_Side_Job_Engineer_002_NameKey,Engineer's Uniform
20_Equip_02_Suit_02_Side_Job_Engineer_002_DescKey,Engineers build and fix machines. This uniform comes with your sleeve already rolled up to save time. 

20_Equip_02_Suit_02_Side_Job_Pilot_002_NameKey,Pilot's Uniform
20_Equip_02_Suit_02_Side_Job_Pilot_002_DescKey,"Made from lightweight material to maximize reaction speed, pilots wearing the proper uniform always feel like flying."

20_Equip_02_Suit_02_Side_Job_Pub_001_NameKey,Server's Uniform
20_Equip_02_Suit_02_Side_Job_Pub_001_DescKey,"Working in Alp's Pub can ruin your clothes. For protection, this full-length apron does the trick. "

20_Equip_02_Suit_02_Side_Job_Scientist_001_NameKey,Scientist's Uniform
20_Equip_02_Suit_02_Side_Job_Scientist_001_DescKey,Scientists are the heart of Titan's settlement. The uniform includes a striking coat and lots of pockets to hold items you scavenge. 

20_Equip_02_Suit_02_Side_Job_Soldier_001_NameKey,Soldier's Uniform
20_Equip_02_Suit_02_Side_Job_Soldier_001_DescKey,"This padded uniform allows soldiers to carry lots of ammo and effectively hide in the dark. Plus, you'll look like a ninja. "

20_Equip_02_Suit_02_Side_Job_Supply_001_NameKey,Worker's Uniform
20_Equip_02_Suit_02_Side_Job_Supply_001_DescKey,"Working in the Supply Depot means lifting and handling cargo, but the uniform is pretty casual. "

20_Equip_02_Suit_02_Side_Speical_Cristhyan_001_NameKey,Cristhyan's Outfit
20_Equip_02_Suit_02_Side_Speical_Cristhyan_001_DescKey,"Plumbers aren't known for their fashion appeal, but at least Cristhyan wears suspenders to keep his pants up. "

20_Equip_02_Suit_02_Side_Speical_Earl_001_NameKey,Earl's Outfit
20_Equip_02_Suit_02_Side_Speical_Earl_001_DescKey,A simple outfit with a leather coat and comfortable pants. Earl knows how to dress for sure!

20_Equip_02_Suit_02_Side_Speical_Freyja_001_NameKey,Freyja's Outfit
20_Equip_02_Suit_02_Side_Speical_Freyja_001_DescKey,"For an outfit worn by such a beauty, this suit is just a basic sweater and slacks. True beauty is on the inside anyway, right?"

20_Equip_02_Suit_02_Side_Speical_Grace_001_NameKey,Grace's Outfit
20_Equip_02_Suit_02_Side_Speical_Grace_001_DescKey,"This combination of white, yellow, and blue makes the perfect suit for those who enjoy bright colors."

20_Equip_02_Suit_02_Side_Speical_Judith_001_NameKey,Judith's Outfit
20_Equip_02_Suit_02_Side_Speical_Judith_001_DescKey,"If you want to think like a genius, you should dress like a genius. Judith approved!"

20_Equip_02_Suit_02_Side_Speical_Lao_001_NameKey,Lao's Outfit
20_Equip_02_Suit_02_Side_Speical_Lao_001_DescKey,You can't get better than Mr. Lao's striped trench coat if you want fashionable comfort.

20_Equip_02_Suit_02_Side_Speical_Martin_001_NameKey,Martin's Outfit
20_Equip_02_Suit_02_Side_Speical_Martin_001_DescKey,Martin's suave combination of silk and leather comes from decades of dressing to impress. Time for you to look just as slick.

20_Equip_02_Suit_02_Side_Speical_Octavio_001_NameKey,Octavio's Outfit
