Language,Default

#,[ 01-01. Ammo: Tier ]
#,( Pistol )
10_RangeWp_01_Ammo_01_Tier01_Ammo_001_NameKey,Ammo: Bullets (Pistol)
10_RangeWp_01_Ammo_01_Tier01_Ammo_001_DescKey,A box of pistol bullets. Not very useful without an actual pistol.

10_RangeWp_01_Ammo_01_Tier02_Ammo_Backbone_001_NameKey,Ammo: Mutant Bullets (Pistol)
10_RangeWp_01_Ammo_01_Tier02_Ammo_Backbone_001_DescKey,Pistol bullets made from mutant backbone fragments.

#,( Rifle )
10_RangeWp_01_Ammo_01_Tier01_Ammo_002_NameKey,Ammo: Bullets (Rifle)
10_RangeWp_01_Ammo_01_Tier01_Ammo_002_DescKey,A box containing rifle bullets. Not very useful without an actual rifle.

10_RangeWp_01_Ammo_01_Tier02_Ammo_Backbone_002_NameKey,Ammo: Mutant Bullets (Rifle)
10_RangeWp_01_Ammo_01_Tier02_Ammo_Backbone_002_DescKey,Rifle bullets made from mutant backbone fragments.

#,[ 01-02. Ammo: Side ]
#,( Basement's Pistol & Rifle )
10_RangeWp_01_Ammo_02_Side_Ammo_003_NameKey,Old Pistol Ammo
10_RangeWp_01_Ammo_02_Side_Ammo_003_DescKey,"This ammo works only with the Security Pistol. The bullets are old, but they still pack a punch. "

#,[ 01-03. Ammo: Special ]
#,( Mining Laser's Ammo )
10_RangeWp_01_Ammo_03_Special_BatteryLaser_001_NameKey,High-Capacity Battery
10_RangeWp_01_Ammo_03_Special_BatteryLaser_001_DescKey,"These batteries contain a lot of energy in a compact casing, even capable of powering intense lasers for mining equipment."

#,( Minigun's Ammo )
10_RangeWp_01_Ammo_03_Special_BatteryMiniGun_001_NameKey,Ammo: Laser Battery (Minigun)
10_RangeWp_01_Ammo_03_Special_BatteryMiniGun_001_DescKey,A high-capacity battery modified to power a Mining Minigun without losing its charge after a single blast. 

#,( Flame Thrower's Ammo )
10_RangeWp_01_Ammo_03_Special_FlameThrower_001_NameKey,Ammo: Gel Canister (Flamethrower)
10_RangeWp_01_Ammo_03_Special_FlameThrower_001_DescKey,A canister filled with highly flammable hydrazine gel to be used with a flamethrower. 

#,( Launcher's Ammo )
10_RangeWp_01_Ammo_03_Special_LauncherSonic_001_NameKey,Ammo: Sonic Charge (Sonic Launcher)
