Language,Default

#DeepL

Speech_stats_thirst_1,Я бы выпил..
Speech_stats_thirst_2,Я очень хочу пить..
Speech_stats_thirst_3,Во рту пересохло....\n...Мне нужно попить...

Speech_stats_hunger_1,Я бы не отказался перекусить.
Speech_stats_hunger_2,Мне нужно приготовить что-нибудь перекусить.\nЯ проголодался.
Speech_stats_hunger_3,Я чувствую себя очень слабым....\nМне нужно что-нибудь съесть.

Speech_stats_sleep_1,Я немного устал.
Speech_stats_sleep_2,Я очень устал.\nЯ бы не отказался прилечь.
Speech_stats_sleep_3,...Я истощен...\n...нужно где-то передохнуть...

Speech_stats_fracture_1,Кажется, у меня сломана нога!
Speech_stats_fracture_2,Этот перелом болит.\nМне нужно его закрепить.
Speech_stats_fracture_3,...Нужно зафиксировать этот перелом...\n... в противном случае я умру...

Speech_stats_oxygen_1,У меня осталось мало кислорода...
Speech_stats_oxygen_2,Я получил предупреждение о низком уровне кислорода!
Speech_stats_oxygen_3,У меня не осталось кислорода в баллоне!\nЯ задохнусь здесь!

Speech_stats_bleeding_1,У меня кровь!
Speech_stats_bleeding_2,Порез довольно глубокий...\nМне нужно остановить кровотечение.
Speech_stats_bleeding_3,...Я умру от кровотечения...\n...нужен бинт...

Speech_NoPower,Он не подключен.
Speech_NoFuse,"Оно обесточено.\nМожет быть, мне следует проверить предохранитель на Реле Питания\n на этом уровне или на предыдущих."

Speech_OutOfOrder,Это не по правилам.
Speech_OutOfAmmo,Закончились боеприпасы.
Speech_OutOfArrow,Закончились стрелы.
Speech_OutOfPellet,Закончились шарики.

Speech_NotEnoughCredit,У меня сейчас не хватает кредитов..

Speech_Activated,Активировано.
Speech_UnableToSleepCombat,Я не могу сейчас спать.\nЯ слышу что-то рядом.
Speech_Inventory_Full,Мой инвентарь полон.
Speech_DuplicatedItemTypeUsage,Я не могу использовать это прямо сейчас.\nЯ уже использовал предмет того вида недавно.
Speech_NoNeedToSleep,Мне не хочется спать прямо сейчас.\nЯ не хочу спать или устал в сейчас.
Speech_UnableToSave,Я не могу сохранить игру прямо сейчас.
Speech_EndOfDemo,"Это не срабатывает...\nКажется, что этот мир ограничен какой-то таинственной силой под названием "Демо".\nПожалуйста, подумайте о поддержке полной игры в будущем!"
Speech_NeedRopeToGetDown,"Здесь есть отверстие, которое, похоже, соединяется с нижним этажом,\n но мне придется спускаться с помощью веревки."
Speech_CurrentLevel,"Это уровень на котором я сейчас нахожусь...."
Speech_ThrowDisabledInCamp,"Я не хочу делать это здесь.\nКто-то может пострадать."
Speech_Door_Locked_RequireKeys,"Требуется Ключ-карта:"
Speech_Door_Locked_WithoutKeys,"Похоже, что дверь заперта без ключ-карты.\nМне нужно найти другой способ открыть эту дверь."
Speech_SuperComboAttack,"Omae wa mou shindeiru."

Speech_HiddenObject_Spotted,"Мне кажется, что я заметил что-то скрытое.."
Speech_HiddenObject_FailToDiscover,"Я чувствую, что-то спрятано рядом, но не могу определить, что именно."
Speech_HiddenObject_Discovered,"Я что-то нашел!"
Speech_RequiredPerception,"Требуется Восприятие: "

Speech_Tau_Ending_01,"Эй!"
Speech_Tau_Ending_02,"Кто-нибудь есть?"
Speech_Tau_Ending_03,"Кто-ниб-"
