Language,Default

#DeepL+PE

#,[ Base Stat ]
Strength_NameKey,Сила
Strength_DescKey,"Сила (или СИЛ) олицетворяет физическую силу и тренированность человека. Она определяет Максимальное Здоровье, Скорость Регенерации, Урон в Ближнем Бою, Эффективность Крита в Ближнем Бою, и Шанс Промаха. Высокй СИЛ полезен для бойцов ближнего боя и повышает общие шансы на успех в бою."

Agility_NameKey,Ловкость
Agility_DescKey,"Ловкость (или ЛОВ) олицетворяет уклонение и точность. Она определяет Дальности Атаки, Точности Ближнего Боя, Эффективности Критов, Шанса Уклонения, шанса АПБ и шанса уклонения АПБ. Высокий ЛОВ необходим для Дальнего Боя и уклонения от атак во время сражения."

Endurance_NameKey,Выносливость
Endurance_DescKey,"Выносливость (или ВЫН) олицетворяет стойкость и выносливость. Она определяет Максимальное Здоровье, Регенерацию Здоровья и Стойкость. Высокий ВЫН очень важен для сопротивления статусным эффектам и длительного выживания во враждебной среде. "

Perception_NameKey,Восприятие
Perception_DescKey,"Восприятие (или ВОС) олицетворяет собой личные ощущения и восприятие окружающей среды. Определяет Шанс Нанесения Крита, Шанс Контратаки, Шанс АПБ и эффективности перка Обнаружение Скрытого. Высокое Восприятие повышает результативность атак и позволяет обнаруживать вещи, которые другие могут не заметить. "

Mutation_NameKey,Мутация
Mutation_DescKey,"Мутация (или МУТ) олицетворяет способность контроля над кластерами наноботов. Она используется для определения Нано Регена и Нано Сопротивления. Высокий уровень МУТ защищает от заражения и позволяет чаще использовать Перки."

#,[ Sub Stat ]
MaxHealth_NameKey,Максимум Здоровья
MaxHealth_DescKey,"Максимальное здоровье (или Макс ХП) - это показатель способности персонажа к жизни, отображаемый как Текущее здоровье/Макс ХП. Здоровье уменьшается, когда персонаж получает урон от врагов, или окружающей среды, ловушек или Потребностей. Если здоровье достигает 0, персонаж умирает."

HealthRegen_NameKey,Регенерации
HealthRegen_DescKey,"Регенерация Здоровья определяет, сколько Здоровья персонаж восстанавливает за каждый ход. Регенерация Здоровье не может превосходить Максимальное Здоровье. "

Adrenaline_NameKey,Адреналин
Adrenaline_DescKey,"Персонаж генерирует этот уникальный энергетический ресурс во время боя (атакуя и подвергаясь атаке). Адреналин тратится на активацию некоторых Перков, часто используемых в бою. "

BasicDamage_NameKey,Физический Урон
BasicMinDamage_NameKey,"Минимальный Физический Урон. "

BasicMaxDamage_NameKey,Максимальный Физический Урон
